Tow Date,Make,Style,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number,day_of_week
2019-03-13,CHEV,LL,BLK,R978057,IL,701 N. Sacramento,(773) 265-7605,6953546,Wednesday
2019-03-13,CHEV,VN,WHI,69383TB,IL,701 N. Sacramento,(773) 265-7605,6953506,Wednesday
2019-03-13,CHEV,VN,WHI,82050FF,IL,10300 S. Doty,(773) 568-8495,2872997,Wednesday
2019-03-13,CHEV,VN,SIL,,IL,10300 S. Doty,(773) 568-8495,2872903,Wednesday
2019-03-13,CHRY,4D,GRY,X807056,IL,400 E. Lower Wacker,(312) 744-7550,200719,Wednesday
2019-03-13,CHRY,VN,BLU,AN15331,IL,701 N. Sacramento,(773) 265-7605,6953463,Wednesday
2019-03-13,CHRY,VN,RED,,IL,10300 S. Doty,(773) 568-8495,2872867,Wednesday
2019-03-13,DODG,4D,GLD,A922360,IL,10300 S. Doty,(773) 568-8495,2872955,Wednesday
2019-03-13,DODG,LL,SIL,Q472299,IL,10300 S. Doty,(773) 568-8495,2872880,Wednesday
2019-03-13,DODG,PK,BLK,2458701B,IL,10300 S. Doty,(773) 568-8495,2872971,Wednesday
2019-03-13,DODG,PK,GRY,1983670B,IL,10300 S. Doty,(773) 568-8495,2872994,Wednesday
2019-03-13,FORD,2D,RED,Q936966,IL,10300 S. Doty,(773) 568-8495,2872925,Wednesday
2019-03-13,FORD,4D,BLU,ZX33705,IL,10300 S. Doty,(773) 568-8495,2872964,Wednesday
2019-03-13,FORD,4D,SIL,,IL,10300 S. Doty,(773) 568-8495,2872910,Wednesday
2019-03-13,FORD,4D,WHI,,IL,10300 S. Doty,(773) 568-8495,2872878,Wednesday
2019-03-13,FORD,LL,RED,V486970,IL,10300 S. Doty,(773) 568-8495,2872989,Wednesday
2019-03-13,FORD,LL,BRO,AT61644,IL,701 N. Sacramento,(773) 265-7605,6953551,Wednesday
2019-03-13,FORD,LL,GRY,DL6086,IL,701 N. Sacramento,(773) 265-7605,6953529,Wednesday
2019-03-13,FORD,LL,BLK,,IL,10300 S. Doty,(773) 568-8495,2872980,Wednesday
2019-03-13,FORD,LL,WHI,BE20790,IL,701 N. Sacramento,(773) 265-7605,6953563,Wednesday
2019-03-13,FORD,VN,WHI,284758D,IL,701 N. Sacramento,(773) 265-7605,6953476,Wednesday
2019-03-13,FORD,VN,DBL,HRY1637,NY,701 N. Sacramento,(773) 265-1846,1538477,Wednesday
2019-03-13,GMC,LL,BLK,R413798,IL,701 N. Sacramento,(773) 265-7605,6953481,Wednesday
2019-03-13,HOND,4D,GRN,AH84002,IL,10300 S. Doty,(773) 568-8495,2872946,Wednesday
2019-03-13,HOND,VN,GRY,R392772,IL,10300 S. Doty,(773) 568-8495,2872957,Wednesday
2019-03-13,HYUN,4D,SIL,541296,IL,10300 S. Doty,(773) 568-8495,2872932,Wednesday
2019-03-13,HYUN,4D,BLK,Q390730,IL,10300 S. Doty,(773) 568-8495,2872866,Wednesday
2019-03-13,HYUN,4D,WHI,Q869450,IL,10300 S. Doty,(773) 568-8495,2872976,Wednesday
2019-03-13,HYUN,4D,GRY,AW32531,IL,10300 S. Doty,(773) 568-8495,2872947,Wednesday
2019-03-13,HYUN,4D,LAV,AY51243,IL,10300 S. Doty,(773) 568-8495,2872868,Wednesday
2019-03-13,HYUN,4D,WHI,AF37360,IL,10300 S. Doty,(773) 568-8495,2872981,Wednesday
2019-03-13,HYUN,4D,GLD,,IL,10300 S. Doty,(773) 568-8495,2872941,Wednesday
2019-03-13,HYUN,LL,BLK,208U499,IL,10300 S. Doty,(773) 568-8495,2872865,Wednesday
2019-03-13,JEEP,LL,GRY,AG70180,IL,10300 S. Doty,(773) 568-8495,2872884,Wednesday
2019-03-13,JEEP,LL,WHI,AR82199,IL,10300 S. Doty,(773) 568-8495,2872956,Wednesday
2019-03-13,JEEP,LL,BLK,ZY51822,IL,10300 S. Doty,(773) 568-8495,2872933,Wednesday
2019-03-13,JEEP,LL,GRY,ZX22225,IL,10300 S. Doty,(773) 568-8495,2872886,Wednesday
2019-03-13,JEEP,LL,WHI,BB63285,IL,701 N. Sacramento,(773) 265-7605,6953508,Wednesday
2019-03-13,JEEP,LL,BLK,29166B1,TX,10300 S. Doty,(773) 568-8495,2872907,Wednesday
2019-03-13,JEEP,LL,TAN,,IL,701 N. Sacramento,(773) 265-7605,6953543,Wednesday
2019-03-13,KIA,4T,TAN,,IL,10300 S. Doty,(773) 568-8495,2872871,Wednesday
2019-03-13,KIA,LL,WHI,ZX30503,IL,701 N. Sacramento,(773) 265-7605,6953532,Wednesday
2019-03-13,KIA,LL,BLK,AK42884,IL,400 E. Lower Wacker,(312) 744-7550,200734,Wednesday
2019-03-13,LEXS,4D,BLU,ZU68945,IL,10300 S. Doty,(773) 568-8495,2872967,Wednesday
2019-03-13,LINC,4D,BLK,,IL,701 N. Sacramento,(773) 265-7605,6953547,Wednesday
2019-03-13,LINC,4D,GRY,AQ96401,IL,701 N. Sacramento,(773) 265-7605,6953545,Wednesday
2019-03-13,LINC,4D,BGE,AL54814,IL,701 N. Sacramento,(773) 265-1846,1538473,Wednesday
2019-03-13,MAZD,4D,GRY,L641219,IL,701 N. Sacramento,(773) 265-7605,6953544,Wednesday
2019-03-13,MAZD,PK,TAN,2473896B,IL,701 N. Sacramento,(773) 265-7605,6953470,Wednesday
2019-03-13,MERC,4D,WHI,ZV88821,IL,701 N. Sacramento,(773) 265-7605,6953483,Wednesday
2019-03-13,MERC,4T,MAR,AV85109,IL,10300 S. Doty,(773) 568-8495,2872875,Wednesday
2019-03-13,MERZ,4D,WHI,BA30541,IL,701 N. Sacramento,(773) 265-1846,1538479,Wednesday
2019-03-13,MITS,LL,SIL,AS50185,IL,10300 S. Doty,(773) 568-8495,2872891,Wednesday
2019-03-13,MITS,LL,BLK,6953510,IL,701 N. Sacramento,(773) 265-7605,6953510,Wednesday
2019-03-13,NISS,4D,TAN,AW20601,IL,10300 S. Doty,(773) 568-8495,2872982,Wednesday
2019-03-13,NISS,4D,COM,AP14198,IL,10300 S. Doty,(773) 568-8495,2872999,Wednesday
2019-03-13,NISS,4D,BLK,FP63561,IL,701 N. Sacramento,(773) 265-7605,6953492,Wednesday
2019-03-13,NISS,4D,GRY,BA59060,IL,701 N. Sacramento,(773) 265-7605,6953554,Wednesday
2019-03-13,NISS,4D,GRY,L833608,IL,701 N. Sacramento,(773) 265-1846,1538478,Wednesday
2019-03-13,NISS,4T,SIL,FFS3231,NC,10300 S. Doty,(773) 568-8495,2872877,Wednesday
2019-03-13,NISS,4T,GRY,H582461,IL,701 N. Sacramento,(773) 265-7605,6953513,Wednesday
2019-03-13,NISS,4T,BLK,ZV69443,IL,10300 S. Doty,(773) 568-8495,2872896,Wednesday
2019-03-13,NISS,LL,RED,718928,IL,10300 S. Doty,(773) 568-8495,2872893,Wednesday
2019-03-13,NISS,LL,SIL,S447976,IL,10300 S. Doty,(773) 568-8495,2872882,Wednesday
2019-03-13,NISS,LL,WHI,AE78260,IL,701 N. Sacramento,(773) 265-7605,6953517,Wednesday
2019-03-13,OLDS,VN,SIL,Q457105,IL,10300 S. Doty,(773) 568-8495,2872935,Wednesday
2019-03-13,PONT,2D,BLK,288251.,IL,701 N. Sacramento,(773) 265-7605,6953526,Wednesday
2019-03-13,PONT,4D,GLD,331361,IL,701 N. Sacramento,(773) 265-7605,6953541,Wednesday
2019-03-13,PONT,4D,RED,AT62738,IL,701 N. Sacramento,(773) 265-7605,6953482,Wednesday
2019-03-13,PONT,4D,BLK,AJ54089,IL,10300 S. Doty,(773) 568-8495,2872962,Wednesday
2019-03-13,PONT,4D,BLK,,IL,10300 S. Doty,(773) 568-8495,2872995,Wednesday
2019-03-13,PONT,4T,SIL,Z731780,IL,10300 S. Doty,(773) 568-8495,2872874,Wednesday
2019-03-13,PONT,LL,WHI,,IL,701 N. Sacramento,(773) 265-7605,6953534,Wednesday
2019-03-13,PONT,LL,PLE,AQ55186,IL,10300 S. Doty,(773) 568-8495,2872972,Wednesday
2019-03-13,SATR,4D,GLD,AS50456,IL,701 N. Sacramento,(773) 265-7605,6953548,Wednesday
2019-03-13,TOYT,4D,BLU,640U501,IL,701 N. Sacramento,(773) 265-7605,6953472,Wednesday
2019-03-13,TOYT,4D,BLK,ACY5135,WI,701 N. Sacramento,(773) 265-7605,6953538,Wednesday
2019-03-13,TOYT,4D,GRY,KTF7848,PA,10300 S. Doty,(773) 568-8495,2872869,Wednesday
2019-03-13,TOYT,4D,SIL,AW17421,IL,10300 S. Doty,(773) 568-8495,2872921,Wednesday
2019-03-13,TOYT,4D,WHI,260NKJ,KY,701 N. Sacramento,(773) 265-7605,6953498,Wednesday
2019-03-13,TOYT,SW,BLK,Z654851,IL,701 N. Sacramento,(773) 265-1846,1538476,Wednesday
2019-03-13,TOYT,VN,BLU,AV90969,IL,10300 S. Doty,(773) 568-8495,2872985,Wednesday
2019-03-13,TOYT,VN,MAR,AN19346,IL,701 N. Sacramento,(773) 265-7605,6953539,Wednesday
2019-03-13,VOLK,4D,TAN,AU20900,IL,10300 S. Doty,(773) 568-8495,2872966,Wednesday
2019-03-13,VOLK,LL,BLU,V684440,IL,701 N. Sacramento,(773) 265-7605,6953479,Wednesday
2019-03-13,VOLK,SW,GLD,P199618,IL,701 N. Sacramento,(773) 265-7605,6953502,Wednesday
2019-03-12,ACUR,2D,BLK,490U241,IL,10300 S. Doty,(773) 785-9752,1719022,Tuesday
2019-03-12,ACUR,4D,BLU,21921X1,TX,701 N. Sacramento,(773) 265-7605,6953428,Tuesday
2019-03-12,AUDI,4D,BLK,BB16626,IL,10300 S. Doty,(773) 568-8495,2872819,Tuesday
2019-03-12,BUIC,4D,BLK,,IL,10300 S. Doty,(773) 568-8495,2872844,Tuesday
2019-03-12,BUIC,4D,BLK,662494,IL,701 N. Sacramento,(773) 265-7605,6953426,Tuesday
2019-03-12,BUIC,4D,GRN,BE17210,IL,701 N. Sacramento,(773) 265-7605,6953440,Tuesday
2019-03-12,BUIC,4D,GRN,BG74487,IL,701 N. Sacramento,(773) 265-7605,6953453,Tuesday
2019-03-12,BUIC,4D,RED,6866BH,IL,701 N. Sacramento,(773) 265-7605,6953432,Tuesday
2019-03-12,BUIC,VN,GLD,842211,IL,10300 S. Doty,(773) 568-8495,2872791,Tuesday
2019-03-12,CADI,4D,GLD,BA68201,IL,10300 S. Doty,(773) 568-8495,2872846,Tuesday
2019-03-12,CADI,4D,SIL,AU89403,IL,701 N. Sacramento,(773) 265-7605,6953461,Tuesday
2019-03-12,CHEV,2D,BLU,590U199,IL,10300 S. Doty,(773) 568-8495,2872843,Tuesday
2019-03-12,CHEV,2D,BLU,AE29969,IL,10300 S. Doty,(773) 568-8495,2872798,Tuesday
2019-03-12,CHEV,2D,WHI,BB30997,IL,10300 S. Doty,(773) 568-8495,482277,Tuesday
2019-03-12,CHEV,2T,BLK,404551,IL,10300 S. Doty,(773) 568-8495,2872775,Tuesday
2019-03-12,CHEV,4D,BLK,AW29602,IL,10300 S. Doty,(773) 568-8495,2872830,Tuesday
2019-03-12,CHEV,4D,BLK,Z205303,IL,701 N. Sacramento,(773) 265-7605,6953452,Tuesday
2019-03-12,CHEV,4D,BLU,AT83700,IL,701 N. Sacramento,(773) 265-7605,6953449,Tuesday
2019-03-12,CHEV,4D,SIL,FP51932,IL,10300 S. Doty,(773) 568-8495,2872840,Tuesday
2019-03-12,CHEV,4D,TAN,AW32329,IL,701 N. Sacramento,(773) 265-7605,6953447,Tuesday
2019-03-12,CHEV,4D,WHI,AT77060,IL,10300 S. Doty,(773) 568-8495,2872859,Tuesday
2019-03-12,CHEV,LL,WHI,994398,IL,701 N. Sacramento,(773) 265-7605,6953438,Tuesday
2019-03-12,CHEV,LL,RED,433141,IL,701 N. Sacramento,(773) 265-7605,6953433,Tuesday
2019-03-12,CHEV,LL,GRY,AL15446,IL,701 N. Sacramento,(773) 265-7605,6953445,Tuesday
2019-03-12,CHEV,LL,BLK,,IL,701 N. Sacramento,(773) 265-7605,6953441,Tuesday
2019-03-12,CHEV,VN,DBL,,IL,701 N. Sacramento,(773) 265-7605,6953431,Tuesday
2019-03-12,CHEV,VN,WHI,5585946,IL,701 N. Sacramento,(773) 265-7605,1538472,Tuesday
2019-03-12,CHRY,LL,BLU,V358949,IL,10300 S. Doty,(773) 568-8495,2872801,Tuesday
2019-03-12,CHRY,VN,TAN,218U972,IL,10300 S. Doty,(773) 568-8495,2872785,Tuesday
2019-03-12,DODG,LL,RED,AQ39599,IL,10300 S. Doty,(773) 568-8495,2872848,Tuesday
2019-03-12,DODG,VN,GRY,BE90206,IL,701 N. Sacramento,(773) 265-7605,6953446,Tuesday
2019-03-12,DODG,VN,WHI,,IL,10300 S. Doty,(773) 568-8495,2872847,Tuesday
2019-03-12,FORD,4T,GLD,BB28835,IL,10300 S. Doty,(773) 568-8495,2872780,Tuesday
2019-03-12,FORD,LL,BLU,AT57875,IL,10300 S. Doty,(773) 568-8495,2872802,Tuesday
2019-03-12,FORD,LL,GLD,542XEN,IL,701 N. Sacramento,(773) 265-7605,6953382,Tuesday
2019-03-12,FORD,LL,BLK,AG61367,IL,701 N. Sacramento,(773) 265-1846,1538471,Tuesday
2019-03-12,FORD,PK,SIL,2472313B,IL,701 N. Sacramento,(773) 265-7605,6953388,Tuesday
2019-03-12,FORD,VN,WHI,1722548B,IL,10300 S. Doty,(773) 568-8495,2872797,Tuesday
2019-03-12,FORD,VN,WHI,S496496,IL,10300 S. Doty,(773) 568-8495,2872778,Tuesday
2019-03-12,FORD,VN,RED,AY78018,IL,701 N. Sacramento,(773) 265-7605,6953381,Tuesday
2019-03-12,FORD,VN,WHI,AL18308,IL,701 N. Sacramento,(773) 265-7605,6953442,Tuesday
2019-03-12,GMC,2D,BLK,532U817,IL,10300 S. Doty,(773) 568-8495,2872863,Tuesday
2019-03-12,HOND,2D,RED,,IL,10300 S. Doty,(773) 568-8495,2872924,Tuesday
2019-03-12,HOND,4D,BLK,AV94095,IL,10300 S. Doty,(773) 568-8495,2872786,Tuesday
2019-03-12,HOND,4D,GRN,Q336967,IL,10300 S. Doty,(773) 568-8495,2872827,Tuesday
2019-03-12,HOND,4D,MAR,E676712,IL,10300 S. Doty,(773) 785-9752,1719024,Tuesday
2019-03-12,HYUN,4D,RED,574U853,IL,10300 S. Doty,(773) 568-8495,2872853,Tuesday
2019-03-12,HYUN,LL,BLU,AD45777,IL,10300 S. Doty,(773) 568-8495,2872826,Tuesday
2019-03-12,INFI,4D,RED,,IL,10300 S. Doty,(773) 568-8495,2872792,Tuesday
2019-03-12,JEEP,LL,RED,AK38145,IL,10300 S. Doty,(773) 568-8495,2872831,Tuesday
2019-03-12,JEEP,LL,BLK,L902188,IL,10300 S. Doty,(773) 568-8495,2872781,Tuesday
2019-03-12,JEEP,LL,MAR,AX87578,IL,10300 S. Doty,(773) 568-8495,2872796,Tuesday
2019-03-12,JEEP,LL,GRN,,IL,701 N. Sacramento,(773) 265-7605,6953384,Tuesday
2019-03-12,LINC,LL,CRM,AN56677,IL,701 N. Sacramento,(773) 265-7605,6953455,Tuesday
2019-03-12,MAZD,4D,RED,AT75526,IL,10300 S. Doty,(773) 568-8495,2872852,Tuesday
2019-03-12,MAZD,4D,SIL,K957934,IL,10300 S. Doty,(773) 568-8495,2872790,Tuesday
2019-03-12,MERC,4D,BLK,,IL,10300 S. Doty,(773) 568-8495,2872833,Tuesday
2019-03-12,MERC,LL,BLU,AU19320,IL,10300 S. Doty,(773) 568-8495,2872822,Tuesday
2019-03-12,NISS,4D,GRY,AR16706,IL,701 N. Sacramento,(773) 265-7605,6953448,Tuesday
2019-03-12,NISS,4D,WHI,BB57933,IL,10300 S. Doty,(773) 568-8495,2872793,Tuesday
2019-03-12,NISS,4D,GRY,627994,IL,701 N. Sacramento,(773) 265-7605,6953430,Tuesday
2019-03-12,NISS,LL,BLK,AX31500,IL,10300 S. Doty,(773) 568-8495,2872800,Tuesday
2019-03-12,NISS,VN,TAN,,IL,10300 S. Doty,(773) 568-8495,2872821,Tuesday
2019-03-12,NISS,VN,SIL,BA75979,IL,701 N. Sacramento,(773) 265-7605,6953406,Tuesday
2019-03-12,OLDS,2D,SIL,E706691,IL,10300 S. Doty,(773) 785-9752,1719023,Tuesday
2019-03-12,OLDS,4D,WHI,DL2702AR,IL,701 N. Sacramento,(773) 265-7605,6953386,Tuesday
2019-03-12,OLDS,LL,GLD,327191,IL,701 N. Sacramento,(773) 265-7605,6953437,Tuesday
2019-03-12,PONT,4D,RED,ZY30037,IL,10300 S. Doty,(773) 568-8495,2872839,Tuesday
2019-03-12,PONT,4D,GRN,AP69979,IL,701 N. Sacramento,(773) 265-7605,6953394,Tuesday
2019-03-12,PONT,4D,BLK,AT77883,IL,701 N. Sacramento,(773) 265-7605,6953436,Tuesday
2019-03-12,SATR,2D,YEL,BA44992,IL,701 N. Sacramento,(773) 265-7605,6953377,Tuesday
2019-03-12,SATR,4D,WHI,AJ27517,IL,10300 S. Doty,(773) 568-8495,2872860,Tuesday
2019-03-12,SATR,4D,WHI,BB22149,IL,10300 S. Doty,(773) 568-8495,2872818,Tuesday
2019-03-12,SATR,4D,BLK,BA71611,IL,10300 S. Doty,(773) 568-8495,2872825,Tuesday
2019-03-12,SATU,4T,LGR,743ZWH,WI,10300 S. Doty,(773) 568-8495,2872777,Tuesday
2019-03-12,TOYT,4D,GRY,Q899742,IL,400 E. Lower Wacker,(312) 744-7550,200693,Tuesday
2019-03-12,TOYT,4D,GRN,DV8686,IL,10300 S. Doty,(773) 568-8495,2872845,Tuesday
2019-03-12,TOYT,4D,GRY,BA30888,IL,10300 S. Doty,(773) 568-8495,2872835,Tuesday
2019-03-12,VOLK,4D,GRY,AV79325,IL,10300 S. Doty,(773) 568-8495,2872855,Tuesday
2019-03-12,VOLK,4D,DBL,AE71983,IL,701 N. Sacramento,(773) 265-7605,6953460,Tuesday
2019-03-11,ACUR,LL,WHI,9847979,IL,701 N. Sacramento,(773) 265-7605,6953310,Monday
2019-03-11,AUDI,4D,GRY,DL096A,IL,10300 S. Doty,(773) 568-8495,2872720,Monday
2019-03-11,CHEV,2D,GRY,AM16898,IL,10300 S. Doty,(773) 568-8495,2872721,Monday
2019-03-11,CHEV,4D,BLK,ZU33857,IL,10300 S. Doty,(773) 568-8495,2872716,Monday
2019-03-11,CHEV,LL,BLK,BA45121,IL,701 N. Sacramento,(773) 265-7605,6953297,Monday
2019-03-11,CHRY,VN,BLU,AG60743,IL,10300 S. Doty,(773) 568-8495,2872718,Monday
2019-03-11,DODG,2D,SIL,AX21799,IL,10300 S. Doty,(773) 568-8495,2872759,Monday
2019-03-11,DODG,4D,MAR,2BD9526,IL,701 N. Sacramento,(773) 265-7605,6953296,Monday
2019-03-11,DODG,4D,BLU,BA18831,IL,10300 S. Doty,(773) 568-8495,2872773,Monday
2019-03-11,DODG,LL,BLU,AS81379,IL,10300 S. Doty,(773) 785-9752,1719019,Monday
2019-03-11,FORD,2D,SIL,BB31994,IL,10300 S. Doty,(773) 568-8495,2872753,Monday
2019-03-11,FORD,2D,BLK,2472562,IL,10300 S. Doty,(773) 568-8495,2872730,Monday
2019-03-11,FORD,4T,WHI,00214752,IL,10300 S. Doty,(773) 568-8495,2872769,Monday
2019-03-11,FORD,LL,BLU,,IL,10300 S. Doty,(773) 568-8495,2872770,Monday
2019-03-11,FRHT,SE,WHI,501490F,TX,10300 S. Doty,(773) 568-8495,2872755,Monday
2019-03-11,HOND,2D,RED,,IL,10300 S. Doty,(773) 568-8495,2872715,Monday
2019-03-11,HOND,2D,RED,BB25443,IL,701 N. Sacramento,(773) 265-7605,6953309,Monday
2019-03-11,HOND,4D,SIL,BF17625,IL,10300 S. Doty,(773) 568-8495,2872771,Monday
2019-03-11,HOND,VN,GRN,AH85787,IL,701 N. Sacramento,(773) 265-1846,1538469,Monday
2019-03-11,HYUN,LL,RED,012XSR,KY,10300 S. Doty,(773) 568-8495,2872768,Monday
2019-03-11,JEEP,LL,GRY,AY45046,IL,701 N. Sacramento,(773) 265-7605,6953369,Monday
2019-03-11,JEEP,LL,WHI,288U086,IL,10300 S. Doty,(773) 568-8495,2872719,Monday
2019-03-11,JEEP,LL,BLU,Z157359,IL,701 N. Sacramento,(773) 265-7605,6953368,Monday
2019-03-11,LINC,4D,BLK,,IL,10300 S. Doty,(773) 568-8495,2872727,Monday
2019-03-11,NISS,4D,TAN,ZX31439,IL,10300 S. Doty,(773) 785-9752,1719020,Monday
2019-03-11,NISS,4D,SIL,344U428,IL,701 N. Sacramento,(773) 265-7605,6953295,Monday
2019-03-11,NISS,4D,BLK,GVU199,MA,701 N. Sacramento,(773) 265-7605,6953363,Monday
2019-03-11,NISS,4D,GRY,AK41349,IL,701 N. Sacramento,(773) 265-7605,6953308,Monday
2019-03-11,NISS,4D,GLD,AT74700,IL,701 N. Sacramento,(773) 265-7605,6953370,Monday
2019-03-11,NISS,4D,WHI,V568588,IL,701 N. Sacramento,(773) 265-7605,6953306,Monday
2019-03-11,NISS,4D,BLK,BA61396,IL,10300 S. Doty,(773) 568-8495,2872767,Monday
2019-03-11,OLDS,4D,GLD,AY12232,IL,10300 S. Doty,(773) 568-8495,2872757,Monday
2019-03-11,PONT,2D,WHI,,IL,10300 S. Doty,(773) 568-8495,2872772,Monday
2019-03-11,PONT,4D,SIL,AV90419,IL,10300 S. Doty,(773) 568-8495,2872750,Monday
2019-03-11,PONT,4D,GRY,349899,IL,701 N. Sacramento,(773) 265-7605,6953286,Monday
2019-03-11,PONT,4D,SIL,391U563,IL,10300 S. Doty,(773) 568-8495,2872763,Monday
2019-03-11,SATR,4D,WHI,BE82717,IL,10300 S. Doty,(773) 568-8495,2872756,Monday
2019-03-11,SATR,4D,WHI,977352,IL,10300 S. Doty,(773) 568-8495,2872729,Monday
2019-03-11,TOYT,4D,SIL,BB86741,IL,701 N. Sacramento,(773) 265-7605,6953380,Monday
2019-03-11,TOYT,4D,TAN,AP43552,IL,10300 S. Doty,(773) 568-8495,2872712,Monday
2019-03-11,TOYT,4D,GRY,2019707,IL,701 N. Sacramento,(773) 265-7605,6953360,Monday
2019-03-11,VOLV,4D,SIL,,IL,400 E. Lower Wacker,(312) 744-7550,200602,Monday
2019-03-01,BUIC,4D,BLK,AB54555,IL,10300 S. Doty,(773) 568-8495,2872693,Friday
2019-03-01,BUIC,4D,TAN,BA25988,CA,701 N. Sacramento,(773) 265-7605,6953134,Friday
2019-03-01,CADI,2D,WHI,AZ26195,IL,10300 S. Doty,(773) 568-8495,2872705,Friday
2019-03-01,CHEV,4D,WHI,BB188833,IL,10300 S. Doty,(773) 568-8495,2872632,Friday
2019-03-01,CHEV,4D,GRY,BE89293,IL,10300 S. Doty,(773) 568-8495,2872699,Friday
2019-03-01,CHEV,4D,GRY,810ZXD,IN,10300 S. Doty,(773) 568-8495,2872680,Friday
2019-03-01,CHEV,4D,BLK,,IL,10300 S. Doty,(773) 568-8495,2872692,Friday
2019-03-01,CHEV,PK,BRO,1240631,IL,701 N. Sacramento,(773) 265-7605,6953285,Friday
2019-03-01,CHRY,2D,WHI,BK22852,IL,10300 S. Doty,(773) 568-8495,2872700,Friday
2019-03-01,CHRY,4D,BLK,BE22529,IL,701 N. Sacramento,(773) 265-7605,6953283,Friday
2019-03-01,CHRY,VN,BGE,BE18866,IL,10300 S. Doty,(773) 568-8495,2872634,Friday
2019-03-01,DODG,4D,GRY,514U813,IL,10300 S. Doty,(773) 568-8495,2872697,Friday
2019-03-01,DODG,4D,BLU,AS71636,IL,701 N. Sacramento,(773) 265-7605,6953154,Friday
2019-03-01,DODG,VN,TAN,AQ72798,IL,701 N. Sacramento,(773) 265-7605,6953159,Friday
2019-03-01,FORD,2D,BLU,Z721837,IL,10300 S. Doty,(773) 568-8495,2872703,Friday
2019-03-01,FORD,4D,SIL,BA44769,IL,701 N. Sacramento,(773) 265-7605,6953268,Friday
2019-03-01,FORD,4D,TAN,K109126,IL,701 N. Sacramento,(773) 265-7605,6953276,Friday
2019-03-01,FORD,4D,BGE,AB47696,IL,10300 S. Doty,(773) 568-8495,2872639,Friday
2019-03-01,FORD,4D,BLU,BE20933,IL,701 N. Sacramento,(773) 265-7605,6953278,Friday
2019-03-01,FORD,4D,BLK,AR12263,IL,701 N. Sacramento,(773) 265-7605,6953142,Friday
2019-03-01,FORD,4D,SIL,CFJ4349,MI,10300 S. Doty,(773) 568-8495,2872704,Friday
2019-03-01,FORD,LL,RED,BB30868,IL,10300 S. Doty,(773) 568-8495,2872698,Friday
2019-03-01,FORD,LL,WHI,AJ28925,AZ,10300 S. Doty,(773) 568-8495,2872694,Friday
2019-03-01,GMC,LL,BLK,AF33133,IL,10300 S. Doty,(773) 568-8495,2872688,Friday
2019-03-01,HOND,4D,SIL,Z830335,IL,701 N. Sacramento,(773) 265-7605,6953279,Friday
2019-03-01,HYUN,4D,SIL,Z691983,IL,701 N. Sacramento,(773) 265-7605,6953264,Friday
2019-03-01,HYUN,4D,GRY,BB26964,IL,10300 S. Doty,(773) 568-8495,2872635,Friday
2019-03-01,KIA,LL,SIL,ABY7202,WI,701 N. Sacramento,(773) 265-7605,6953127,Friday
2019-03-01,KIA,LL,BLK,BF77053,IL,701 N. Sacramento,(773) 265-7605,6953275,Friday
2019-03-01,LEXS,4D,BLU,AR17019,IL,10300 S. Doty,(773) 568-8495,2872633,Friday
2019-03-01,LEXS,4D,BLU,E913120,IL,701 N. Sacramento,(773) 265-7605,6953150,Friday
2019-03-01,MITS,4D,GRY,BA26647,IL,10300 S. Doty,(773) 568-8495,2872626,Friday
2019-03-01,NISS,4D,GRY,BF22623,IL,10300 S. Doty,(773) 568-8495,2872637,Friday
2019-03-01,NISS,4D,GRY,521U557,IL,10300 S. Doty,(773) 568-8495,2872708,Friday
2019-03-01,NISS,4D,GRY,874109,IL,10300 S. Doty,(773) 568-8495,2872638,Friday
2019-03-01,NISS,LL,SIL,ZV99001,IL,701 N. Sacramento,(773) 265-7605,6953137,Friday
2019-03-01,PONT,2D,RED,BA29131,IL,701 N. Sacramento,(773) 265-7605,6953111,Friday
2019-03-01,SATU,4D,GRY,H340842,IL,701 N. Sacramento,(773) 265-7605,6953148,Friday
2019-03-01,TOYT,2D,SIL,AQ47712,IL,10300 S. Doty,(773) 568-8495,2872701,Friday
2019-03-01,TOYT,2D,GLD,AJ79305,IL,701 N. Sacramento,(773) 265-7605,6953129,Friday
2019-03-01,TOYT,2D,GRY,357989,IL,701 N. Sacramento,(773) 265-7605,6953135,Friday
2019-03-01,TOYT,4D,BLK,Z681297,IL,400 E. Lower Wacker,(312) 744-7550,200575,Friday
2019-03-01,TOYT,4D,SIL,S317363,IL,701 N. Sacramento,(773) 265-7605,6953266,Friday
2019-03-01,TOYT,4D,BLU,AR20848,IL,701 N. Sacramento,(773) 265-7605,6953128,Friday
2019-03-01,TOYT,4D,GRY,BB36830,IL,701 N. Sacramento,(773) 265-7605,6953125,Friday
2019-03-01,TOYT,LL,SIL,AK27644,IL,701 N. Sacramento,(773) 265-7605,6953139,Friday
2019-03-01,TOYT,VN,BGE,BA42511,IL,701 N. Sacramento,(773) 265-7605,6953284,Friday
2019-03-01,VOLK,4D,BLK,R933527,IL,701 N. Sacramento,(773) 265-7605,6953272,Friday
2019-03-09,AUDI,2D,BLK,AU48056,IL,701 N. Sacramento,(773) 265-7605,6953042,Saturday
2019-03-09,BUIC,4D,BLU,AL24572,IL,701 N. Sacramento,(773) 265-7605,6953069,Saturday
2019-03-09,BUIC,4D,BLK,AV40878,IL,701 N. Sacramento,(773) 265-7605,6952944,Saturday
2019-03-09,BUIC,4D,SIL,670U367,IL,10300 S. Doty,(773) 568-8495,2872603,Saturday
