Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
2019-03-15T00:00:00.000,NISS,4D,,BLK,BF14516,IL,10300 S. Doty,(773) 568-8495,2873220
2019-03-15T00:00:00.000,NISS,4D,,WHI,Y828464,IL,701 N. Sacramento,(773) 265-7605,6953671
2019-03-15T00:00:00.000,NISS,LL,,LBL,Q825134,IL,701 N. Sacramento,(773) 265-7605,6953762
2019-03-15T00:00:00.000,NISS,SW,,GRY,5659EF,IL,701 N. Sacramento,(773) 265-7605,6953660
2019-03-15T00:00:00.000,OLDS,4D,,TAN,BE22514,IL,701 N. Sacramento,(773) 265-7605,6953676
2019-03-15T00:00:00.000,OLDS,4D,,GLD,Q613381,IL,701 N. Sacramento,(773) 265-7605,6953758
2019-03-15T00:00:00.000,OLDS,LL,,RED,AG61164,IL,10300 S. Doty,(773) 568-8495,2873138
2019-03-15T00:00:00.000,PONT,2D,,SIL,BF14935,IL,10300 S. Doty,(773) 568-8495,2873212
2019-03-15T00:00:00.000,PONT,4D,,GRN,249006,IL,10300 S. Doty,(773) 568-8495,2873145
2019-03-15T00:00:00.000,PONT,4D,,RED,Z696989,IL,701 N. Sacramento,(773) 265-7605,6953731
2019-03-15T00:00:00.000,PONT,4D,,PLE,AR18921,IL,10300 S. Doty,(773) 568-8495,2873232
2019-03-15T00:00:00.000,PONT,4D,,BLK,628U341,IL,701 N. Sacramento,(773) 265-7605,6953755
2019-03-15T00:00:00.000,PONT,4D,,MAR,Z722674,IL,701 N. Sacramento,(773) 265-7605,6953750
2019-03-15T00:00:00.000,PONT,VN,TK,MAR,AV93721,IL,10300 S. Doty,(773) 568-8495,2873197
2019-03-15T00:00:00.000,PORS,LL,,LBL,AW41794,IL,701 N. Sacramento,(773) 265-7605,6953757
2019-03-15T00:00:00.000,SATR,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6953740
2019-03-15T00:00:00.000,SATU,4D,,GRN,AD77732,IL,10300 S. Doty,(773) 568-8495,2873157
2019-03-15T00:00:00.000,TOYO,4D,,RED,831234,IL,10300 S. Doty,(773) 568-8495,2873161
2019-03-15T00:00:00.000,TOYT,2D,,RED,AT51609,IL,701 N. Sacramento,(773) 265-7605,6953738
2019-03-15T00:00:00.000,TOYT,4D,,SIL,AEK7153,WI,10300 S. Doty,(773) 568-8495,2873226
2019-03-15T00:00:00.000,TOYT,4D,,BLU,AZ82158,IL,10300 S. Doty,(773) 568-8495,2873201
2019-03-15T00:00:00.000,TOYT,4D,,WHI,BC56389,IL,701 N. Sacramento,(773) 265-7605,6953665
2019-03-15T00:00:00.000,TOYT,4D,,TAN,Q113440,IL,701 N. Sacramento,(773) 265-7605,6953734
2019-03-15T00:00:00.000,TOYT,4D,,BLK,BE91999,IL,701 N. Sacramento,(773) 265-7605,6953752
2019-03-15T00:00:00.000,TOYT,LL,,RED,1131902B,IL,10300 S. Doty,(773) 568-8495,2873176
2019-03-15T00:00:00.000,VOLK,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2873137
2019-03-14T00:00:00.000,ACUR,2D,,RED,V321472,IL,10300 S. Doty,(773) 568-8495,2873071
2019-03-14T00:00:00.000,ACUR,LL,,SIL,,,10300 S. Doty,(773) 785-9752,1719035
2019-03-14T00:00:00.000,BMW,4D,,BLK,AG87641,IL,10300 S. Doty,(773) 568-8495,2873073
2019-03-14T00:00:00.000,BMW,4D,,BLK,AN69578,IL,701 N. Sacramento,(773) 265-7605,6953584
2019-03-14T00:00:00.000,BUIC,4D,,WHI,V858623,IL,10300 S. Doty,(773) 568-8495,2873004
2019-03-14T00:00:00.000,BUIC,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6953567
2019-03-14T00:00:00.000,BUIC,LL,,BLK,AS77520,IL,10300 S. Doty,(773) 568-8495,2873042
2019-03-14T00:00:00.000,CADI,4D,,TAN,ZX87946,IL,701 N. Sacramento,(773) 265-7605,6953646
2019-03-14T00:00:00.000,CADI,LL,,WHI,BB30188,IL,701 N. Sacramento,(773) 265-7605,6953654
2019-03-14T00:00:00.000,CHEV,2T,,RED,AM59006,IL,10300 S. Doty,(773) 568-8495,2873030
2019-03-14T00:00:00.000,CHEV,4D,,WHI,252341,IL,10300 S. Doty,(773) 568-8495,2873061
2019-03-14T00:00:00.000,CHEV,4D,,BLU,AV69350,IL,10300 S. Doty,(773) 568-8495,2873098
2019-03-14T00:00:00.000,CHEV,4D,,GRN,BE84892,IL,10300 S. Doty,(773) 568-8495,2873006
2019-03-14T00:00:00.000,CHEV,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6953655
2019-03-14T00:00:00.000,CHEV,4D,,WHI,AM29459,IL,10300 S. Doty,(773) 568-8495,2873116
2019-03-14T00:00:00.000,CHEV,4D,,BLK,ZV97844,IL,701 N. Sacramento,(773) 265-7605,6953629
2019-03-14T00:00:00.000,CHEV,4D,,BLU,E291998,IL,701 N. Sacramento,(773) 265-7605,6953638
2019-03-14T00:00:00.000,CHEV,4D,,BLU,366977,IL,10300 S. Doty,(773) 568-8495,2873086
2019-03-14T00:00:00.000,CHEV,4D,,YEL,Q430248,IL,10300 S. Doty,(773) 568-8495,2873072
2019-03-14T00:00:00.000,CHEV,4D,,MAR,N139868,IL,10300 S. Doty,(773) 568-8495,2873096
2019-03-14T00:00:00.000,CHEV,4D,,BLK,Q104509,IL,10300 S. Doty,(773) 568-8495,2873094
2019-03-14T00:00:00.000,CHEV,4T,,BLK,AV21900,IL,10300 S. Doty,(773) 568-8495,2873009
2019-03-14T00:00:00.000,CHEV,4T,,RED,ZV76803,IL,701 N. Sacramento,(773) 265-7605,6953573
2019-03-14T00:00:00.000,CHEV,4T,,BLK,AF17497,IL,10300 S. Doty,(773) 568-8495,2873018
2019-03-14T00:00:00.000,CHEV,LL,,WHI,R405805,IL,701 N. Sacramento,(773) 265-7605,6953637
2019-03-14T00:00:00.000,CHEV,LL,,GRY,AQ41333,IL,10300 S. Doty,(773) 568-8495,2873044
2019-03-14T00:00:00.000,CHEV,LL,,BLK,AN16548,IL,10300 S. Doty,(773) 568-8495,2873081
2019-03-14T00:00:00.000,CHEV,LL,,GRY,Q620875,IL,701 N. Sacramento,(773) 265-7605,6953574
2019-03-14T00:00:00.000,CHEV,LL,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6953641
2019-03-14T00:00:00.000,CHEV,LL,,GRN,AG60774,IL,701 N. Sacramento,(773) 265-7605,6953642
2019-03-14T00:00:00.000,CHEV,LL,,SIL,Y765687,IL,701 N. Sacramento,(773) 265-7605,6953652
2019-03-14T00:00:00.000,CHEV,VN,,BLU,L412357,IL,10300 S. Doty,(773) 785-9752,1719034
2019-03-14T00:00:00.000,CHEV,VN,,RED,,,10300 S. Doty,(773) 568-8495,2873118
2019-03-14T00:00:00.000,CHRY,2D,,BLU,AN56992,IL,10300 S. Doty,(773) 568-8495,2873102
2019-03-14T00:00:00.000,CHRY,4D,,SIL,BA33474,IL,701 N. Sacramento,(773) 265-7605,6953582
2019-03-14T00:00:00.000,CHRY,4D,,BLK,AC48364,IL,10300 S. Doty,(773) 568-8495,2873070
2019-03-14T00:00:00.000,DODG,4D,,LBL,AT57033,IL,701 N. Sacramento,(773) 265-7605,6953623
2019-03-14T00:00:00.000,DODG,4D,,RED,587VAX,IN,10300 S. Doty,(773) 568-8495,2873113
2019-03-14T00:00:00.000,DODG,4D,,WHI,Z220416,IL,10300 S. Doty,(773) 785-9752,1719029
2019-03-14T00:00:00.000,DODG,4D,,BLK,AJ42252,IL,10300 S. Doty,(773) 568-8495,2873093
2019-03-14T00:00:00.000,DODG,4D,,GRY,AN73759,IL,10300 S. Doty,(773) 568-8495,2873034
2019-03-14T00:00:00.000,DODG,LL,,SIL,1HRJ24,MI,10300 S. Doty,(773) 568-8495,2873087
2019-03-14T00:00:00.000,DODG,LL,,TAN,326291RV,IL,10300 S. Doty,(773) 568-8495,2873064
2019-03-14T00:00:00.000,DODG,VN,,RED,Z677748,IL,701 N. Sacramento,(773) 265-7605,6953643
2019-03-14T00:00:00.000,FORD,4D,,SIL,657138,IL,10300 S. Doty,(773) 785-9752,1719030
2019-03-14T00:00:00.000,FORD,4D,,WHI,E337070,IL,10300 S. Doty,(773) 568-8495,2873088
2019-03-14T00:00:00.000,FORD,4D,,GRY,AH35040,IL,10300 S. Doty,(773) 568-8495,2873069
2019-03-14T00:00:00.000,FORD,4D,,SIL,,IL,10300 S. Doty,(773) 785-9752,1719027
2019-03-14T00:00:00.000,FORD,LB,,BLK,X726788,IL,10300 S. Doty,(773) 785-9752,1719033
2019-03-14T00:00:00.000,FORD,PK,,TAN,2385906B,IL,10300 S. Doty,(773) 568-8495,2873090
2019-03-14T00:00:00.000,FORD,VN,,WHI,2088750B,IL,701 N. Sacramento,(773) 265-7605,6953644
2019-03-14T00:00:00.000,GMC,LL,,MAR,BG36203,IL,10300 S. Doty,(773) 568-8495,2873001
2019-03-14T00:00:00.000,GMC,LL,,DBL,AT52942,IL,701 N. Sacramento,(773) 265-7605,6953651
2019-03-14T00:00:00.000,GMC,LL,,BLU,,IL,10300 S. Doty,(773) 568-8495,2873014
2019-03-14T00:00:00.000,HOND,4D,,WHI,G5012B,WI,10300 S. Doty,(773) 785-9752,1719028
2019-03-14T00:00:00.000,HOND,4D,,GRY,AM03095,IL,701 N. Sacramento,(773) 265-1846,1538483
2019-03-14T00:00:00.000,HOND,4D,,BLU,ZZ26164,IL,10300 S. Doty,(773) 785-9752,1719032
2019-03-14T00:00:00.000,HOND,4T,,SIL,AU20899,IL,10300 S. Doty,(773) 568-8495,2873033
2019-03-14T00:00:00.000,HYUN,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6953616
2019-03-14T00:00:00.000,HYUN,4T,,SIL,AY51205,IL,10300 S. Doty,(773) 568-8495,2873029
2019-03-14T00:00:00.000,HYUN,LL,,WHI,CRC199,MN,10300 S. Doty,(773) 568-8495,2873110
2019-03-14T00:00:00.000,INFI,LL,,SIL,AR13166,IL,10300 S. Doty,(773) 568-8495,2873122
2019-03-14T00:00:00.000,INFI,LL,,BLK,ZV58512,IL,10300 S. Doty,(773) 568-8495,2873080
2019-03-14T00:00:00.000,INFI,LL,,TAN,AQ48876,IL,701 N. Sacramento,(773) 265-7605,6953622
2019-03-14T00:00:00.000,JAGU,4D,,GRY,K279870,IN,10300 S. Doty,(773) 568-8495,2873107
2019-03-14T00:00:00.000,JEEP,LL,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6953627
2019-03-14T00:00:00.000,JEEP,LL,TK,BLK,ZU81201,IL,701 N. Sacramento,(773) 265-7605,6953618
2019-03-14T00:00:00.000,KIA,4D,,MAR,Z999356,IL,10300 S. Doty,(773) 568-8495,2873065
2019-03-14T00:00:00.000,KIA,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2873084
2019-03-14T00:00:00.000,KIA,LL,,GRY,AB95614,IL,701 N. Sacramento,(773) 265-1846,1719026
2019-03-14T00:00:00.000,LINC,LL,,BLK,BE90536,IL,10300 S. Doty,(773) 568-8495,2873075
2019-03-14T00:00:00.000,MAZD,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6953570
2019-03-14T00:00:00.000,MAZD,4D,,TAN,Q332396,IL,10300 S. Doty,(773) 568-8495,2873101
2019-03-14T00:00:00.000,MAZD,LL,,SIL,Y771857,IL,10300 S. Doty,(773) 568-8495,2873008
2019-03-14T00:00:00.000,MERC,4D,,WHI,AN83069,IL,10300 S. Doty,(773) 568-8495,2873099
2019-03-14T00:00:00.000,MITS,LL,,SIL,AR71229,IL,10300 S. Doty,(773) 568-8495,2873089
2019-03-14T00:00:00.000,NISS,4D,,BLK,698649,IL,10300 S. Doty,(773) 568-8495,2873123
2019-03-14T00:00:00.000,NISS,4D,,GRY,ZU36717,IL,10300 S. Doty,(773) 568-8495,2873114
2019-03-14T00:00:00.000,NISS,4D,,BLK,588QDB,FL,701 N. Sacramento,(773) 265-7605,1538480
2019-03-14T00:00:00.000,NISS,4D,,BLK,AD58572,IL,10300 S. Doty,(773) 568-8495,2873082
2019-03-14T00:00:00.000,NISS,4D,,RED,BB21487,IL,10300 S. Doty,(773) 568-8495,2873083
2019-03-14T00:00:00.000,NISS,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2873039
2019-03-14T00:00:00.000,NISS,4D,,WHI,E902325,IL,400 E. Lower Wacker,(312) 744-7550,0200749
2019-03-14T00:00:00.000,NISS,4D,,GRY,AP72125,IL,10300 S. Doty,(773) 568-8495,2873036
2019-03-14T00:00:00.000,NISS,4D,,SIL,Q882940,IL,10300 S. Doty,(773) 568-8495,2873066
2019-03-14T00:00:00.000,NISS,4D,,BLK,KVL1529,TX,701 N. Sacramento,(773) 265-7605,6953647
2019-03-14T00:00:00.000,NISS,4T,,WHI,AF77051,IL,10300 S. Doty,(773) 568-8495,2873015
2019-03-14T00:00:00.000,NISS,LL,,BLK,AY12269,IL,701 N. Sacramento,(773) 265-7605,6953580
2019-03-14T00:00:00.000,NISS,LL,,SIL,CP3A7V,MO,701 N. Sacramento,(773) 265-7605,6953628
2019-03-14T00:00:00.000,NISS,LL,TK,GRY,,IL,701 N. Sacramento,(773) 265-7605,6953634
2019-03-14T00:00:00.000,PONT,2D,,GRN,BB15561,IL,10300 S. Doty,(773) 568-8495,2873040
2019-03-14T00:00:00.000,PONT,4D,,TAN,Q458426,IL,10300 S. Doty,(773) 568-8495,2873076
2019-03-14T00:00:00.000,PONT,4D,,MAR,BA33619,IL,701 N. Sacramento,(773) 265-7605,6953575
2019-03-14T00:00:00.000,PONT,4D,,RED,AN55422,IL,10300 S. Doty,(773) 568-8495,2873103
2019-03-14T00:00:00.000,PONT,4D,,DBL,00213841,IL,10300 S. Doty,(773) 568-8495,2873092
2019-03-14T00:00:00.000,PONT,4D,,BLU,AR12137,IL,10300 S. Doty,(773) 568-8495,2873097
2019-03-14T00:00:00.000,PONT,4D,,GRN,AS85833,IL,701 N. Sacramento,(773) 265-7605,6953626
2019-03-14T00:00:00.000,PONT,4T,,BLU,AP37429,IL,10300 S. Doty,(773) 568-8495,2873028
2019-03-14T00:00:00.000,PONT,LL,,SIL,,,10300 S. Doty,(773) 785-9752,1719031
2019-03-14T00:00:00.000,PONT,VN,,RED,AG60610,IL,10300 S. Doty,(773) 568-8495,2873062
2019-03-14T00:00:00.000,SATR,4D,,GRN,BA74806,IL,10300 S. Doty,(773) 568-8495,2873043
2019-03-14T00:00:00.000,SATR,4D,,SIL,AG59614,IL,10300 S. Doty,(773) 568-8495,2873100
2019-03-14T00:00:00.000,SATR,4D,,RED,42956AP,IL,701 N. Sacramento,(773) 265-7605,6953632
2019-03-14T00:00:00.000,SUBA,SW,,BLU,S152468,IL,701 N. Sacramento,(773) 265-7605,6953595
2019-03-14T00:00:00.000,TOYT,4D,,LBL,E442970,IL,701 N. Sacramento,(773) 265-7605,6953640
2019-03-14T00:00:00.000,TOYT,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2873117
2019-03-14T00:00:00.000,TOYT,4D,,BGE,,IL,10300 S. Doty,(773) 568-8495,2873125
2019-03-14T00:00:00.000,TOYT,4T,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6953566
2019-03-14T00:00:00.000,TOYT,LL,,WHI,ZZ33250,IL,701 N. Sacramento,(773) 265-7605,6953579
2019-03-14T00:00:00.000,VOLK,4D,,BLK,AT33164,IL,701 N. Sacramento,(773) 265-7605,6953645
2019-03-14T00:00:00.000,VOLK,4D,,BLK,AP92978,IL,701 N. Sacramento,(773) 265-7605,6953581
2019-03-14T00:00:00.000,VOLV,4D,,SIL,AV88995,IL,10300 S. Doty,(773) 568-8495,2873027
2019-03-14T00:00:00.000,VOLV,4D,,BLK,281U895,IL,701 N. Sacramento,(773) 265-7605,6953648
2019-03-13T00:00:00.000,ACUR,4D,,TAN,BD58140,IL,701 N. Sacramento,(773) 265-7605,6953553
2019-03-13T00:00:00.000,ACUR,LL,,BLK,AX15193,IL,701 N. Sacramento,(773) 265-1846,1538474
2019-03-13T00:00:00.000,AUDI,LL,,BLK,AU88235,IL,701 N. Sacramento,(773) 265-7605,6953466
2019-03-13T00:00:00.000,BMW,LL,,SIL,AX19314,IL,701 N. Sacramento,(773) 265-7605,6953557
2019-03-13T00:00:00.000,BUIC,4D,,TAN,AY78739,IL,701 N. Sacramento,(773) 265-7605,6953473
2019-03-13T00:00:00.000,BUIC,4D,,SIL,G894818,IL,10300 S. Doty,(773) 568-8495,2872954
2019-03-13T00:00:00.000,BUIC,4T,,MAR,LSB856,IL,701 N. Sacramento,(773) 265-7605,6953507
2019-03-13T00:00:00.000,BUIC,LL,,TAN,AP70886,IL,10300 S. Doty,(773) 568-8495,2872927
2019-03-13T00:00:00.000,BUIC,LL,,RED,298570,IL,10300 S. Doty,(773) 568-8495,2872961
2019-03-13T00:00:00.000,CADI,4D,,TAN,475U436,IL,10300 S. Doty,(773) 568-8495,2872993
2019-03-13T00:00:00.000,CADI,4D,,GRY,Q188116,IL,701 N. Sacramento,(773) 265-7605,6953536
2019-03-13T00:00:00.000,CADI,4D,,SIL,N797037,IL,701 N. Sacramento,(773) 265-7605,6953537
2019-03-13T00:00:00.000,CADI,4D,,SIL,BE52328,IL,701 N. Sacramento,(773) 265-7605,6953555
2019-03-13T00:00:00.000,CHEV,4D,,GRY,AM27770,IL,701 N. Sacramento,(773) 265-7605,6953558
2019-03-13T00:00:00.000,CHEV,4D,,SIL,Q618397,IL,10300 S. Doty,(773) 568-8495,2872948
2019-03-13T00:00:00.000,CHEV,4D,,WHI,AW64526,IL,10300 S. Doty,(773) 568-8495,2872901
2019-03-13T00:00:00.000,CHEV,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2873000
2019-03-13T00:00:00.000,CHEV,4D,,BLU,ZZ89527,IL,10300 S. Doty,(773) 568-8495,2872938
2019-03-13T00:00:00.000,CHEV,4D,,MAR,V810829,IL,701 N. Sacramento,(773) 265-7605,6953471
2019-03-13T00:00:00.000,CHEV,4D,,GRN,BB11516,IL,10300 S. Doty,(773) 568-8495,2872952
2019-03-13T00:00:00.000,CHEV,4D,,TAN,382NIM,IN,701 N. Sacramento,(773) 265-7605,6953465
2019-03-13T00:00:00.000,CHEV,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2872902
2019-03-13T00:00:00.000,CHEV,4D,,GRN,AX30882,IL,10300 S. Doty,(773) 568-8495,2872928
2019-03-13T00:00:00.000,CHEV,4D,,DBL,AV86696,IL,10300 S. Doty,(773) 568-8495,2872975
2019-03-13T00:00:00.000,CHEV,4T,,SIL,AP45509,IL,10300 S. Doty,(773) 568-8495,2872892
2019-03-13T00:00:00.000,CHEV,LL,,MAR,AQ42417,IL,10300 S. Doty,(773) 568-8495,2872881
2019-03-13T00:00:00.000,CHEV,LL,,SIL,AR71082,IL,10300 S. Doty,(773) 568-8495,2872942
2019-03-13T00:00:00.000,CHEV,LL,,BLU,A745937,IL,10300 S. Doty,(773) 568-8495,2872906
2019-03-13T00:00:00.000,CHEV,LL,,RED,2984245,IL,701 N. Sacramento,(773) 265-7605,6953512
2019-03-13T00:00:00.000,CHEV,LL,,BLK,R978057,IL,701 N. Sacramento,(773) 265-7605,6953546
2019-03-13T00:00:00.000,CHEV,VN,,WHI,69383TB,IL,701 N. Sacramento,(773) 265-7605,6953506
2019-03-13T00:00:00.000,CHEV,VN,,WHI,82050FF,IL,10300 S. Doty,(773) 568-8495,2872997
2019-03-13T00:00:00.000,CHEV,VN,,SIL,,IL,10300 S. Doty,(773) 568-8495,2872903
2019-03-13T00:00:00.000,CHRY,4D,,GRY,X807056,IL,400 E. Lower Wacker,(312) 744-7550,0200719
2019-03-13T00:00:00.000,CHRY,VN,TK,BLU,AN15331,IL,701 N. Sacramento,(773) 265-7605,6953463
2019-03-13T00:00:00.000,CHRY,VN,TK,RED,,IL,10300 S. Doty,(773) 568-8495,2872867
2019-03-13T00:00:00.000,DODG,4D,,GLD,A922360,IL,10300 S. Doty,(773) 568-8495,2872955
2019-03-13T00:00:00.000,DODG,LL,,SIL,Q472299,IL,10300 S. Doty,(773) 568-8495,2872880
2019-03-13T00:00:00.000,DODG,PK,TK,BLK,2458701B,IL,10300 S. Doty,(773) 568-8495,2872971
2019-03-13T00:00:00.000,DODG,PK,,GRY,1983670B,IL,10300 S. Doty,(773) 568-8495,2872994
2019-03-13T00:00:00.000,FORD,2D,,RED,Q936966,IL,10300 S. Doty,(773) 568-8495,2872925
2019-03-13T00:00:00.000,FORD,4D,,BLU,ZX33705,IL,10300 S. Doty,(773) 568-8495,2872964
2019-03-13T00:00:00.000,FORD,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2872910
2019-03-13T00:00:00.000,FORD,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2872878
2019-03-13T00:00:00.000,FORD,LL,,RED,V486970,IL,10300 S. Doty,(773) 568-8495,2872989
2019-03-13T00:00:00.000,FORD,LL,,BRO,AT61644,IL,701 N. Sacramento,(773) 265-7605,6953551
2019-03-13T00:00:00.000,FORD,LL,,GRY,DL6086,IL,701 N. Sacramento,(773) 265-7605,6953529
2019-03-13T00:00:00.000,FORD,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2872980
2019-03-13T00:00:00.000,FORD,LL,TK,WHI,BE20790,IL,701 N. Sacramento,(773) 265-7605,6953563
2019-03-13T00:00:00.000,FORD,VN,,WHI,284758D,IL,701 N. Sacramento,(773) 265-7605,6953476
2019-03-13T00:00:00.000,FORD,VN,,DBL,HRY1637,NY,701 N. Sacramento,(773) 265-1846,1538477
2019-03-13T00:00:00.000,GMC,LL,,BLK,R413798,IL,701 N. Sacramento,(773) 265-7605,6953481
2019-03-13T00:00:00.000,HOND,4D,,GRN,AH84002,IL,10300 S. Doty,(773) 568-8495,2872946
2019-03-13T00:00:00.000,HOND,VN,,GRY,R392772,IL,10300 S. Doty,(773) 568-8495,2872957
2019-03-13T00:00:00.000,HYUN,4D,,SIL,541296,IL,10300 S. Doty,(773) 568-8495,2872932
2019-03-13T00:00:00.000,HYUN,4D,,BLK,Q390730,IL,10300 S. Doty,(773) 568-8495,2872866
2019-03-13T00:00:00.000,HYUN,4D,,WHI,Q869450,IL,10300 S. Doty,(773) 568-8495,2872976
2019-03-13T00:00:00.000,HYUN,4D,,GRY,AW32531,IL,10300 S. Doty,(773) 568-8495,2872947
2019-03-13T00:00:00.000,HYUN,4D,,LAV,AY51243,IL,10300 S. Doty,(773) 568-8495,2872868
2019-03-13T00:00:00.000,HYUN,4D,,WHI,AF37360,IL,10300 S. Doty,(773) 568-8495,2872981
2019-03-13T00:00:00.000,HYUN,4D,,GLD,,IL,10300 S. Doty,(773) 568-8495,2872941
2019-03-13T00:00:00.000,HYUN,LL,TK,BLK,208U499,IL,10300 S. Doty,(773) 568-8495,2872865
2019-03-13T00:00:00.000,JEEP,LL,,GRY,AG70180,IL,10300 S. Doty,(773) 568-8495,2872884
2019-03-13T00:00:00.000,JEEP,LL,,WHI,AR82199,IL,10300 S. Doty,(773) 568-8495,2872956
2019-03-13T00:00:00.000,JEEP,LL,,BLK,ZY51822,IL,10300 S. Doty,(773) 568-8495,2872933
2019-03-13T00:00:00.000,JEEP,LL,,GRY,ZX22225,IL,10300 S. Doty,(773) 568-8495,2872886
2019-03-13T00:00:00.000,JEEP,LL,,WHI,BB63285,IL,701 N. Sacramento,(773) 265-7605,6953508
2019-03-13T00:00:00.000,JEEP,LL,,BLK,29166B1,TX,10300 S. Doty,(773) 568-8495,2872907
2019-03-13T00:00:00.000,JEEP,LL,,TAN,,IL,701 N. Sacramento,(773) 265-7605,6953543
2019-03-13T00:00:00.000,KIA,4T,,TAN,,IL,10300 S. Doty,(773) 568-8495,2872871
2019-03-13T00:00:00.000,KIA,LL,,WHI,ZX30503,IL,701 N. Sacramento,(773) 265-7605,6953532
2019-03-13T00:00:00.000,KIA,LL,,BLK,AK42884,IL,400 E. Lower Wacker,(312) 744-7550,0200734
2019-03-13T00:00:00.000,LEXS,4D,,BLU,ZU68945,IL,10300 S. Doty,(773) 568-8495,2872967
2019-03-13T00:00:00.000,LINC,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6953547
2019-03-13T00:00:00.000,LINC,4D,,GRY,AQ96401,IL,701 N. Sacramento,(773) 265-7605,6953545
2019-03-13T00:00:00.000,LINC,4D,,BGE,AL54814,IL,701 N. Sacramento,(773) 265-1846,1538473
2019-03-13T00:00:00.000,MAZD,4D,,GRY,L641219,IL,701 N. Sacramento,(773) 265-7605,6953544
2019-03-13T00:00:00.000,MAZD,PK,,TAN,2473896B,IL,701 N. Sacramento,(773) 265-7605,6953470
2019-03-13T00:00:00.000,MERC,4D,,GRN,,,10300 S. Doty,(773) 785-9752,1719025
2019-03-13T00:00:00.000,MERC,4D,,WHI,ZV88821,IL,701 N. Sacramento,(773) 265-7605,6953483
2019-03-13T00:00:00.000,MERC,4T,,MAR,AV85109,IL,10300 S. Doty,(773) 568-8495,2872875
2019-03-13T00:00:00.000,MERZ,4D,,WHI,BA30541,IL,701 N. Sacramento,(773) 265-1846,1538479
2019-03-13T00:00:00.000,MITS,LL,,SIL,AS50185,IL,10300 S. Doty,(773) 568-8495,2872891
2019-03-13T00:00:00.000,MITS,LL,,BLK,6953510,IL,701 N. Sacramento,(773) 265-7605,6953510
2019-03-13T00:00:00.000,NISS,4D,,TAN,AW20601,IL,10300 S. Doty,(773) 568-8495,2872982
2019-03-13T00:00:00.000,NISS,4D,,COM,AP14198,IL,10300 S. Doty,(773) 568-8495,2872999
2019-03-13T00:00:00.000,NISS,4D,,BLK,FP63561,IL,701 N. Sacramento,(773) 265-7605,6953492
2019-03-13T00:00:00.000,NISS,4D,,GRY,BA59060,IL,701 N. Sacramento,(773) 265-7605,6953554
2019-03-13T00:00:00.000,NISS,4D,,GRY,L833608,IL,701 N. Sacramento,(773) 265-1846,1538478
2019-03-13T00:00:00.000,NISS,4T,,SIL,FFS3231,NC,10300 S. Doty,(773) 568-8495,2872877
2019-03-13T00:00:00.000,NISS,4T,,GRY,H582461,IL,701 N. Sacramento,(773) 265-7605,6953513
2019-03-13T00:00:00.000,NISS,4T,,BLK,ZV69443,IL,10300 S. Doty,(773) 568-8495,2872896
2019-03-13T00:00:00.000,NISS,LL,,RED,718928,IL,10300 S. Doty,(773) 568-8495,2872893
2019-03-13T00:00:00.000,NISS,LL,,SIL,S447976,IL,10300 S. Doty,(773) 568-8495,2872882
2019-03-13T00:00:00.000,NISS,LL,,WHI,AE78260,IL,701 N. Sacramento,(773) 265-7605,6953517
2019-03-13T00:00:00.000,OLDS,VN,,SIL,Q457105,IL,10300 S. Doty,(773) 568-8495,2872935
2019-03-13T00:00:00.000,PONT,2D,,BLK,288251.,IL,701 N. Sacramento,(773) 265-7605,6953526
2019-03-13T00:00:00.000,PONT,4D,,GLD,331361,IL,701 N. Sacramento,(773) 265-7605,6953541
2019-03-13T00:00:00.000,PONT,4D,,RED,AT62738,IL,701 N. Sacramento,(773) 265-7605,6953482
2019-03-13T00:00:00.000,PONT,4D,,BLK,AJ54089,IL,10300 S. Doty,(773) 568-8495,2872962
2019-03-13T00:00:00.000,PONT,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2872995
2019-03-13T00:00:00.000,PONT,4T,,SIL,Z731780,IL,10300 S. Doty,(773) 568-8495,2872874
2019-03-13T00:00:00.000,PONT,LL,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6953534
2019-03-13T00:00:00.000,PONT,LL,,PLE,AQ55186,IL,10300 S. Doty,(773) 568-8495,2872972
